iq,cgpa,10th_marks,12th_marks,communication_skills,placed
70,6.85,95.08,79.71,8.3,0
98,5.63,85.11,49.88,7,1
91,7.08,86.07,93.42,5.7,0
86,7.9,69.23,64.64,6.9,1
99,7.04,87.38,65.61,4.9,0
105,7.19,82.75,76.88,6.1,1
131,8.64,64.16,91.54,6.9,1
77,7.61,94.24,87.64,4.7,1
117,6.66,81.59,85.88,7.8,1
115,8.2,76.04,71.26,5.6,0
88,7.7,76.22,71.07,4.8,0
103,4.98,59.85,79.15,5.4,0
93,7.93,85.93,73.44,10,0
103,7.89,82.62,85.67,4,1
123,7.52,78.06,84.96,7.7,1
109,8.39,92.78,82.1,5.9,1
108,6.83,66.16,44.69,6.5,0
94,7.84,74.03,76.54,7.9,0
78,5.93,71.5,73.69,7.8,1
97,7.91,77.21,77.02,6,1
118,9.45,80.67,65.95,5,1
77,6.51,84.3,59.1,7.9,1
84,6.74,76.53,80.56,7.8,0
102,6.79,71.23,70.72,6.6,1
85,7.63,96.86,81.9,7.7,0
88,6.44,100,66.95,6.3,0
94,7.92,81.43,91.99,5.8,0
80,8.35,72.43,87.01,7,0
85,8.03,94.75,78.56,7.8,1
111,5.73,65.53,72.44,7.5,0
80,8.5,76.65,85.23,7.8,1
76,8.44,73.04,79.71,5.9,0
91,8.33,68.4,77.86,9.4,1
111,7.87,77.2,87.51,6.5,1
97,7.72,71.36,92.12,6.8,1
93,8.53,80.13,59.97,5,1
101,9.42,80.27,62.4,6.7,0
74,6.55,73.79,65.64,7.8,0
107,8.58,76.29,56.97,8.1,1
106,7.41,77.69,74.25,9.3,1
94,7.37,88.1,82.2,7.8,0
115,5.96,78.52,74.74,7.4,1
83,7.22,88.25,68.59,6.3,0
117,6.5,85.86,88.52,6,1
102,7.04,85.72,76.69,8.5,0
95,6.4,93.88,79.12,8.4,0
100,7.05,68.81,88.85,5.4,1
98,7.09,75.27,73.52,8.1,1
118,7.6,97.63,99.72,8,0
84,5.89,77.43,69.63,5.3,0
89,6.05,51.85,98.98,7.8,0
116,7.86,77.97,63.3,5.4,1
91,6.7,81.35,81.21,3.4,1
114,8.57,53.83,67.29,6.8,1
125,7.73,93.34,88.43,7.4,1
94,8.11,72.86,69.26,6.8,0
110,8.91,83.29,78.49,10,1
83,7.19,77.74,67.19,7.6,0
111,6.93,67.12,86.25,7.2,0
103,8.37,69.29,67.13,7.6,0
107,8.01,70.65,95.2,6.3,1
90,7.31,90.86,63.05,8.4,1
75,8.89,78.52,58.85,7.5,0
108,7.29,74.78,86.42,7.5,1
70,7.53,70.65,67.9,6.1,0
95,7.52,91.96,74.91,4.7,0
114,6.57,94.64,71.13,6.2,1
103,7.58,91.85,59.25,7.4,1
129,8.9,84.92,74.08,6.3,1
115,7.94,82.9,90.18,7.4,1
90,7.53,67.84,87.04,6.7,1
100,7.34,77.54,77.78,7.6,0
99,7.83,73.16,88.35,5.5,0
76,8.25,61.74,62.29,7.3,1
86,8.11,90.57,71.09,6,0
92,7.17,73.04,79.75,4.7,0
70,7.82,91.96,73.44,6.8,0
101,7.98,88.82,72.04,9.3,1
96,6.49,85.57,60.59,4.8,1
75,7.67,86.13,50.02,7.2,1
106,5.34,73.85,84.81,8.2,1
111,7.98,98.58,77.92,10,1
103,8.16,80.43,85.82,6.3,0
95,8.25,83.02,69.75,6.1,1
109,7.1,73.51,66.45,5.2,0
110,7.81,70.69,75.08,8.7,1
105,8.92,84.77,85.25,5.7,1
88,8.91,82.18,72.22,6.4,1
104,7.47,72.11,84.62,4.2,0
118,7.64,65.62,62.92,8.3,1
91,8.61,67.3,73.06,8.7,1
131,6,91.96,74.16,8.3,0
92,7.18,73.87,89.72,4.6,1
100,8.84,76.61,77.49,7.9,0
90,8.48,94.5,95.95,4.5,1
103,7.87,68.78,58.83,7.1,1
74,5.99,72.73,76.56,7.3,1
92,7.45,72.31,77.15,7.5,0
84,6.91,96.18,82.44,7.8,0
102,7.83,99.93,65.24,7,1
115,6.69,87.52,95.21,4.1,1
110,6.47,87.83,75.16,7.8,1
70,5.44,74.2,61.96,7.1,1
131,8.72,99.47,74.81,5.6,1
104,7.1,82.68,71.24,4.6,1
88,7.66,88.53,100,9.3,1
102,7.5,78.94,87.6,8.8,1
103,6.43,77.32,75.6,8.1,0
90,6.24,96.63,73.66,6,0
103,6.49,85.4,86.41,3.2,0
91,6.78,94.51,86.99,8.1,0
94,7.87,82.55,40.06,7.6,1
90,6.7,71.52,82.72,6.4,0
79,9.25,74.17,75.34,8.7,0
102,8.53,81.03,59.27,8.3,0
109,8.31,73.73,85.56,7.3,1
108,7.38,68.93,100,7.1,1
112,9.01,92.01,81.68,7.1,0
105,7.28,74.55,88.21,8,0
92,7.47,81.38,96.65,5.7,0
113,7.67,82.96,65.04,7.6,0
80,8.2,74.12,52.71,5.6,1
86,8.14,94.51,82.88,9,1
86,7.02,68.83,72.03,7.8,0
116,6.97,82.62,58.51,6,1
114,8.14,82.46,74.06,7.1,1
107,8.22,79.46,83.73,5.7,1
116,7.11,67.03,73.21,9.3,1
87,5.91,88.71,65.56,9.4,0
105,7.29,87.44,72.32,8,1
98,8.12,73.24,74.77,9.3,1
113,9.31,87.07,51.85,7.2,1
98,6.3,83.75,73.29,8.1,1
94,7.07,67.19,58.87,8.8,1
108,7.11,71.46,82.91,7,1
113,8.86,91.38,56.27,7.1,1
90,7.47,83.09,87.15,8.4,1
99,6.59,74.36,70.09,8,1
84,8.06,71.42,68.48,5.9,0
70,7.1,74.85,78.53,3.7,0
103,6.28,75.56,64.61,6.7,1
109,6.61,71.54,78.34,3.9,1
104,9.23,62.58,66.21,5.5,1
71,7.88,91.4,68.32,5.7,0
95,7.61,89.71,79.86,6.1,1
70,7.25,67.27,61.34,8.2,1
121,7.79,81.36,59.83,8.6,1
84,7.78,70.98,77.98,7.8,0
119,7.79,77.38,74.68,7.9,0
114,7.61,76.55,77.02,8,0
86,8.37,75.72,78.93,3.3,1
83,7.52,100,75.69,7,1
105,6.52,75.6,82.3,4.3,1
87,6.89,71.92,76.17,7.8,0
102,5.52,72.37,50.91,3.9,1
93,9.53,90.44,54.03,6.7,1
73,8.36,63.48,98.14,7.8,1
70,6.67,72.37,75,5.3,0
103,7.22,94.47,86.4,8.4,1
92,6.86,82.44,70.85,7.8,0
92,9.04,81.92,74.3,7.6,0
110,6.08,100,69.56,8,1
118,7.61,82.46,100,6.5,1
96,7.39,72.92,78.04,7.2,1
95,8.33,77.18,68.58,7,0
108,7.4,68.65,55.18,7,1
80,5.74,92.56,98.68,6,1
103,7.25,85.75,73.04,5.1,0
108,6.53,91.24,83.93,6.5,1
110,7.58,92.13,85.27,6.4,0
71,8.93,75.86,69.45,5.9,0
89,5.76,70.55,83.07,8.3,0
87,6.7,79.48,67.75,5.2,1
101,6.95,71.27,63.11,6.7,0
107,7.12,81.65,88.97,8.7,0
122,8.24,91.32,73.1,8.4,1
93,7.33,78.32,81.22,8.8,1
93,7.92,81.5,79.93,6.1,0
117,6.87,79.06,82.66,8.2,1
104,7.73,88.03,56.32,5.4,1
119,8.28,73.32,67.98,6.6,0
104,6.77,58.04,71.11,6.7,0
83,8.28,84.71,65.02,6.1,1
80,7.55,89.88,80.15,6.5,0
77,8.55,84.46,89.24,6.3,1
110,7.3,73.6,91.14,5.5,1
118,7.88,68.65,70.93,8.3,0
128,7.46,84.94,78.5,6.7,1
113,7.4,81.41,80.35,7.3,0
117,7.76,78.74,82.46,7.2,0
91,8.04,98.22,64.46,7.1,1
83,6.25,70.53,96.85,7.1,0
113,8.93,97.75,86.12,6.5,1
106,5.64,80.32,86.43,9.1,1
102,6.82,61.64,89.44,8.1,0
106,7.41,78.21,81.41,7,0
105,7.91,89.59,62.67,6.3,1
119,9.08,76.35,73.33,6.8,1
119,5.64,65.25,55.19,7.6,1
108,6.99,78.35,79.98,9.2,1
113,5.37,71.43,72.97,4.9,0
108,7.53,84.92,74.51,8,1
93,7.77,87.73,89.45,8.7,1
111,9.09,69.44,69.52,4.8,0
79,7.62,72.94,71.97,6.7,1
116,8.54,87.57,75.26,5.4,1
82,8.08,71.41,52.92,7.6,0
104,7.06,69.18,71.81,6.5,1
87,6.09,68.21,45.17,6.8,0
108,7.78,83.52,67.97,6.4,1
99,6.01,83.09,85.26,8.1,1
76,8.8,73.16,80.37,7.3,1
106,7.34,80.05,67.86,7.3,1
91,8.7,95.27,75.49,7.2,1
113,7.02,70.26,62.1,7.9,1
100,7.77,60.48,74.97,6.6,1
106,7.71,84.55,100,9.6,1
86,7.45,78.9,97.15,5.1,1
91,7.07,72.9,75.63,4.4,0
93,7.89,86.52,76.92,4.3,0
113,6.57,88.39,63.25,3.9,0
125,6.29,57.92,65.38,8,0
88,8.74,73.47,79.35,7.8,1
116,8.23,100,68.7,8.8,1
70,7.57,85.83,85.85,5.4,0
82,9.17,86.76,93.84,8.1,1
86,7.23,91.73,78.99,7.1,1
80,8.82,80.17,76.22,7.2,1
76,7.68,87.97,54.83,7.9,1
106,6.48,87.18,83.97,5.9,1
97,9.35,85.39,61.28,10,0
106,8.49,76.78,69.98,9,0
110,7.38,81.72,86.51,6.2,1
104,8.23,74.12,87.36,5.4,0
110,7.1,80.13,69.4,6.9,1
99,8.33,68.32,70.09,7.3,0
82,5.11,72.09,66.61,8.6,0
116,6.48,77.18,60.63,5.2,0
91,8.48,70.56,67.38,7.4,0
86,7.25,74.95,55.64,4.7,0
97,7.71,78.36,83.2,7.7,1
86,6.15,84.02,79.73,6.8,0
94,9.35,89.49,81.73,9.9,0
105,8.69,75.36,63.55,4.7,0
105,7.3,93.35,60.66,9.1,0
87,7.1,89.39,75.64,4.4,0
93,8.53,85.04,75.77,5,0
116,9.48,81.54,73.23,4.5,0
107,8.45,83.19,71.53,7.4,1
131,9.67,91.87,95.53,5.2,1
118,6.58,92.24,80.11,5,1
117,6.68,93.35,98.65,7.3,1
79,6.31,80.41,90.23,7.7,0
111,7.94,85.55,95.44,7.1,1
99,7.68,93.44,62.11,6.8,1
92,7.35,73.76,82.12,9.7,0
103,8.31,76.82,69.82,7.2,1
114,8.73,80.16,55.04,8.2,1
108,5.97,89,92.95,7.2,1
87,6.9,89.15,71.48,5.4,0
111,8.32,77.69,62.34,7.8,1
90,7.03,64.91,70.03,6,0
103,6.7,82.46,65.45,6.9,1
95,8.52,70.82,66.68,7.5,0
97,6.21,65.1,72.34,4.1,1
111,7.2,67.36,95.77,4.6,1
84,7.83,83.26,67,8.4,1
129,6.93,93.61,94.91,6,1
73,8.28,80.39,85.19,6.1,1
91,6.93,82.11,79.76,7.2,1
106,8.91,91.83,83.98,6.4,1
109,7.37,64.56,75.16,7.6,0
98,8.17,85.2,90.43,6.9,1
99,8.25,79.88,81.8,7.3,0
106,6.87,85.66,55.02,5.9,0
97,5.45,75.17,78.56,7.3,1
121,7.86,71.82,84.41,8.7,1
113,7.57,81.41,71.53,6.1,0
113,8.06,96.49,76.52,8.4,0
86,7.27,88.61,67.65,6.9,0
99,7.07,74.92,58.47,8.1,0
95,9.51,66.59,56.4,7.2,1
85,6.03,63.18,56.56,6.9,0
105,8.23,93.16,83.03,7.5,0
92,6.93,70.45,45.12,8.8,0
110,7.16,76.74,67,7.4,0
84,7.18,93.21,65.81,7.7,0
126,6.7,63.86,71.61,6.4,1
87,8.07,94.92,52.72,9.4,0
103,8.89,77.46,79.85,8,0
112,7.97,68.51,59.72,7.1,1
91,7.6,77.53,88.59,6.8,1
113,6.51,72.77,67.54,8.5,1
82,8.02,84.41,73.85,6.1,0
122,9.66,73.52,75.05,4.3,1
100,7.12,60.88,77.93,7.1,1
91,7.12,77.79,75.44,8.8,1
96,6.94,66.43,69.87,9.4,1
112,7.01,82.04,79.12,6.8,1
91,4.75,68.13,80.59,7.1,0
89,7.91,75.12,65.82,7.8,0
97,6.65,81.83,80.12,6.6,0
82,5.89,77.88,89.3,7.8,0
127,8.25,82.5,83.47,6.9,1
92,6.42,86.8,86.19,8.5,1
112,7.16,68.42,77.06,8.1,1
103,8.97,79.36,63.77,8.2,1
85,6.09,46.7,65.28,6.7,1
100,5.97,82.47,78.84,9.9,0
112,7.77,76.99,86.31,7.7,0
97,8.65,70.17,100,7.4,1
118,5.93,83.16,86.78,5.9,0
115,7.91,91.73,60.95,6.9,0
114,8.08,75.24,65.79,7.2,0
93,5.44,70.55,100,5.8,1
84,8.3,81.65,72.43,6.6,0
91,8.38,66.64,75.57,6.8,0
103,7.19,73.4,63.47,7.1,0
108,8.75,92.22,93.78,4.4,1
70,8.64,80.62,81,6.8,0
100,7.6,61.21,65.7,6.4,1
102,7.05,62.03,63.07,7,0
96,6.53,81.62,78.69,8.6,0
119,7.46,88.62,75.53,10,1
106,8.07,63.82,84.99,8,1
120,7.18,84.5,81.56,5.1,0
97,5.3,93.3,71.83,6.5,0
114,8.77,98.88,68.47,7.9,1
125,7.69,83.31,73.08,7.7,0
120,7.12,85.07,68.39,8.5,0
84,8.36,58.67,73.44,6.9,1
96,9.02,100,75.2,6.5,1
95,4.7,74.25,64.22,9.6,0
107,7.93,70.67,82.57,7.1,0
110,6.07,77.45,70.55,5.5,1
87,8,95.12,64.9,9.2,1
101,7.63,100,70.78,4.8,1
70,8.14,81.25,77.91,1.8,0
122,7,89.98,76,8.2,1
92,5.63,80.43,80.07,8.4,1
101,7.05,69.62,85.78,7.6,1
95,7.91,94.77,90.66,5,1
117,8.52,73.78,78.43,6.9,0
70,6.33,95.36,62.17,6.6,0
100,8.53,92.99,71.77,6.2,1
98,6.85,86.14,62.95,9.1,1
93,7.86,98.29,95.36,5.4,1
126,6.99,100,98.85,7.5,0
87,7.68,78.25,82.8,8.8,1
112,8.39,71.91,85.3,7.6,0
105,6.27,61.36,78.01,8.9,1
119,6.82,100,79.39,7.8,1
90,7.68,75.6,55.83,7.6,1
89,9.9,91.35,74.11,7.6,0
116,6.64,72.59,64.43,7.9,1
106,9.54,95.38,78.38,6.4,1
77,9.5,73,74.28,5,0
92,7.4,68.08,98.36,8.4,1
106,7.2,77.91,86,8.7,1
113,6.81,74.68,78.41,7.4,0
90,7.43,85.96,71.8,6.2,1
70,6.09,79.49,95.11,4.7,0
108,7.42,86.28,74.64,7.1,0
82,9,77.09,78.98,5,1
70,6.89,73.35,75.51,4.8,0
70,7.26,74.16,70.15,7,1
112,5.8,100,75.44,5.9,1
102,7.87,82.25,51.46,7.5,1
97,7.76,60.16,56.43,6.8,0
121,7.56,74.8,79.2,6.1,0
110,7.28,80.97,93.82,4.4,0
124,7.21,98.45,79.18,5.7,0
79,8,90.29,66.36,5.8,1
99,7.47,70.78,57.69,5.2,1
76,7.81,100,84.41,6.5,1
97,7.71,79.69,68.19,5.3,1
96,8.62,92.46,82.72,6.8,1
109,8.18,68.45,79.68,7.4,1
101,7.69,56.02,80.74,5.8,0
109,9.02,65.92,75.4,7.6,0
111,7.92,47.5,79.6,5,1
132,8.8,100,73.57,5.3,0
95,8.11,82.15,67.38,6.8,0
86,5.66,70.75,63.44,8,1
104,8.8,84.53,46.38,8.3,1
88,7.64,81.89,72.83,9.4,0
122,7.45,86.21,93.23,6.4,1
96,7.78,92.1,83.76,6.8,0
92,7.16,77.1,77.73,5.5,1
93,7.73,71.2,66.19,5.1,1
111,6.91,88.28,86.97,7.3,1
98,8.77,88.02,73.57,5.8,0
90,7.39,81.01,93.9,8.8,1
125,7.12,100,63.23,4.8,1
87,6.58,75.62,66,7.7,0
101,7.77,71,64.83,5.5,1
110,7.69,84.18,57.21,5.8,1
76,7.89,73.25,63.76,7.8,0
107,6.47,84.96,76.24,6,1
84,5.9,71.67,66.45,6.2,0
112,8.13,76,35,5.8,1
86,8.98,98.91,87.89,9.7,1
110,6.47,75.94,54.79,6.1,1
117,9.09,72.01,82.07,7.1,1
113,7.78,91.71,75.37,6.7,0
104,7.49,69.49,100,7.3,1
97,7.1,73.07,86.96,6.1,1
91,6.12,85.77,68.94,6.7,0
122,8.49,89.38,66.58,7.6,1
90,6.72,92.2,93.03,5.7,1
84,6.72,72.53,57.29,8.6,0
110,8.49,85.96,77.29,8.8,0
88,5.62,75.34,73.43,7.9,0
86,5.98,73.94,70.88,7.1,0
78,7.48,92.03,79.24,2.5,0
93,7.79,74.5,77.27,7.6,0
99,7.98,82.78,80.49,6.4,1
104,7.2,81.56,76.67,6.6,1
114,10,69.29,80.01,4.2,0
108,7.27,89.66,76.12,7.7,1
97,7.27,85.6,67.09,4.8,0
97,6.7,60.14,75.05,7.2,1
108,7.62,82.77,66.43,8.4,1
119,8.11,72.27,65.64,6.3,0
102,8.7,90.97,70.97,8.8,1
93,6.01,65.55,73.57,5.9,0
85,7.25,76.44,75.42,7.9,1
78,7.95,83.62,86,5,1
110,8.09,80.54,69.02,8.5,1
109,7.51,87.63,77.36,8.3,1
109,8.04,64.82,76.42,7.7,0
98,6.69,96.52,67.7,6.4,0
121,9.06,85.25,75.88,4.9,1
93,8.49,93.6,87.03,6.4,0
114,6.16,88.74,77.24,8.7,1
99,6.42,79.88,77.72,7.2,1
91,6.45,67.16,66.54,4.7,1
109,8.18,74.36,98.63,5.3,0
106,6.22,95.9,67.22,8.9,1
105,7.17,93.85,54.99,7.7,1
101,7.95,73.8,85.32,5.1,0
99,7.43,51.82,73.62,4.4,1
136,7.76,77.87,71.36,6.1,1
118,6.43,77.12,68.45,4.2,1
111,8.09,77.5,97.46,6.8,1
102,6.89,85.29,79.26,10,1
115,7.18,88.76,81.6,4.6,1
108,7.74,89.9,76.95,6.7,1
100,7.6,84.46,78.24,9,1
95,7.52,61.99,91.78,8.1,1
99,6.75,76.59,71.99,6.8,0
70,7.2,100,57.52,6.8,0
103,7.5,83.74,85.42,5.3,0
93,6.12,83.68,80.96,6.6,0
124,7.04,83.59,76.3,7.4,1
100,7.89,84.15,80.65,8.7,1
82,6.22,56.17,70.55,6.1,0
99,8.66,77.6,75.25,6.7,0
84,8.77,79.62,73.42,5.6,1
107,6.25,92.81,67.9,7.3,1
104,8.86,80.48,89.27,8.2,1
114,7.36,63.53,58.05,7.9,1
88,7.92,84.3,100,5.2,1
101,7,71.96,85.53,7.2,0
80,8.42,67.83,53.66,6,1
111,7.91,71.66,72.31,8.5,1
108,6.69,85.43,72.98,6.8,0
107,6.33,92.59,79.7,4.7,0
100,6.04,84.83,63.13,6.7,1
106,7.69,86.32,75.38,7.7,1
124,8.07,84.73,73.55,7.4,1
96,8.15,81.01,66.15,6.2,1
102,7.38,86.97,64.48,6.1,1
84,6.34,55.81,86.03,5.5,1
87,6.82,81.11,54.64,6.4,1
101,8.65,69.55,80.73,5.7,0
117,7.02,91.63,84.57,8.5,1
96,7.64,78.53,72.38,5.6,1
96,6.42,80.31,75.63,7.2,0
94,7.84,64.95,88.96,7.1,0
92,7.04,90.17,66.54,8.4,1
104,8.55,86.27,67.78,8.6,1
78,8.27,85.57,69.05,8,0
119,7,71.87,88.98,7.5,1
90,7.37,72.26,90.51,5.4,0
111,6.95,82.24,58.25,5.4,0
81,6.08,73.06,87.07,5.7,1
110,6.64,84.35,84.83,8.1,0
110,7.7,58.39,93.64,7.1,0
106,7.83,75.12,79.62,8.3,0
85,7.65,97.97,74.47,8.5,1
104,7.2,84.39,88.74,5.9,0
82,8.43,81.67,83.39,7,0
96,7.56,99.85,100,7,0
115,8.2,56.64,86.5,6.5,1
112,5.73,71.85,76.84,6.2,1
100,4,75.99,60.91,8.8,1
85,7.78,88.58,68.03,7.1,1
110,6.08,88.76,57.77,7,1
100,7.29,71.34,72.42,5.8,1
70,7.2,89.98,86.11,8,1
112,9.09,75.97,74.96,5.5,1
100,7.9,92.12,87.26,7.7,0
118,7.67,69.67,79.05,7.7,0
84,8.34,78.77,70.16,6.4,0
70,7.87,75.1,76.05,7.5,0
104,7.04,90.56,80.67,7.3,1
104,8.57,74.77,76.67,6.9,1
75,6.39,79.58,76.81,7,0
85,7.82,85.07,65.77,7.1,0
141,5.95,85.45,69.8,7.2,1
95,7.7,88.87,100,7.1,0
111,7.69,82.11,89.74,5.3,0
90,9.18,75.82,57.31,6.8,0
70,5.94,76.5,46.6,7.4,1
97,6.9,80.26,75.91,7.1,0
96,8.32,82.5,85.72,8.4,1
94,7.84,78.53,68.76,7.9,1
98,7.68,80.19,87.26,5.7,1
104,6.54,64.83,75.72,6.8,1
98,6.91,86.67,73.04,6.5,1
81,8.75,81.81,84.07,7,1
107,7.45,90.02,68.62,7,1
71,7.88,80,71.56,7.9,1
70,7.38,62.62,83.04,7.3,1
111,6.32,76.42,74.62,8.8,1
108,8.43,78,97.91,7.4,0
99,8,87.43,83.33,5.8,0
79,9.81,59.3,82.55,6.3,1
89,6.48,80.41,74.41,7.9,1
96,8.32,85.14,85.5,4.6,0
76,6.19,73.39,71.13,5,0
89,7.66,80.75,78.39,7,1
110,8.48,73.73,64,8.4,0
121,5.43,72.7,87.47,9,1
94,7.3,75.92,78.49,6.7,0
111,6.94,72.89,98.79,8.6,0
71,6.8,86.84,100,7.1,1
110,7.89,72.65,84.16,4.7,0
88,8.62,70.97,75.82,7,1
105,7.37,97.68,63.65,6.1,1
96,7.71,89.61,85.86,8.4,1
120,7.61,61.38,77.52,7,0
87,7.5,72.35,81.46,5.1,1
109,6.41,82.42,95.76,4.8,0
96,8.61,83.24,65.11,7,0
98,7.8,65.1,63.91,3.4,0
97,7.89,91.59,72.16,6.2,1
87,6.69,88.25,84.85,7.3,1
100,7.04,84.82,81.66,5.4,0
99,7.32,93.57,64.25,8.5,0
104,5.97,84.52,84.08,8.8,1
101,5.81,84.49,60.59,5.5,0
112,6.9,95.58,64.95,6.6,1
114,8.02,91.01,73.61,8.5,1
84,6.85,71.58,68.36,7,1
113,6.48,86.33,85.68,4.9,0
82,6.69,73.36,78.44,6.8,0
109,7.04,85.04,96.19,5.7,0
109,7.15,84.77,72.03,8.7,1
71,9.67,66.17,73.53,7.9,0
101,8.55,78.78,89.52,6.5,1
93,8.52,82.65,73.91,7.2,1
89,8.67,75.64,92.93,5,1
120,6.5,83.15,81.49,5.9,1
90,6.28,88.06,46.77,9.3,0
88,6.39,79.69,89.13,7.1,1
101,8.83,82.25,85.95,8.4,0
110,6.95,93.83,86.42,7.3,1
98,6.25,84.73,52.07,9,1
117,7.07,82.01,67.04,4,1
108,7.26,70.42,67.94,6.7,1
70,7.77,86.71,64.91,9.5,0
92,7.75,83.3,95.9,8.4,1
92,6.67,92.84,74.86,9,0
107,8.19,80.47,74.56,7,1
70,6.86,61.84,81.62,6.2,1
138,7.34,63,81.83,5.5,1
108,8.19,87.36,35,5.4,0
102,6.86,74.3,67.24,8.2,1
118,6.93,84.37,58.05,7.8,0
135,8.09,81.14,79.8,6.9,1
113,6.64,78.33,71.53,7.8,1
114,7.12,79.04,75.18,7.2,0
102,8.06,71.35,50.06,8.4,1
98,9.55,79.84,71.28,8.4,1
93,8.11,74.16,88.38,5.4,0
88,7.97,76.28,91.91,7.4,1
90,8.03,76.76,83.63,4.5,0
80,6.43,77.73,58.97,7.2,1
99,7.62,89.22,90.11,7.9,1
75,7.47,78.7,83.69,5,1
103,7.82,90.24,73.59,6.4,1
99,7.62,95.38,50.7,7,0
102,7.88,88.55,86.44,7.4,1
92,7.19,85.34,67.89,6.6,0
145,7.56,83.27,79.15,5.2,1
120,6.27,88.65,75.82,6.9,1
81,7.18,80.89,93.46,4.5,1
103,8.89,89.85,73.5,6.7,0
91,7.82,86.14,74.82,6.3,0
85,7.48,76.4,93.94,6.8,1
80,9.4,88.96,67.1,6.2,1
106,6.14,80.91,84.77,4.7,0
90,6.39,78.94,72.62,6.5,0
115,9.21,75.24,62.97,8.4,0
115,7.55,81.66,75.01,8.9,1
121,7.26,89.96,83.3,10,1
87,6.3,88.89,91.24,9.5,0
107,7.95,83.53,92.7,5.2,1
109,8.04,86,71.46,6.4,1
93,6.41,92.72,63.15,7,1
88,7.36,78.5,71.18,6.9,1
124,7.16,68.85,60.82,7.1,0
103,7.76,93.01,72.39,10,0
110,6.38,74.7,70.9,5.4,1
88,8.75,73.1,83.73,5.9,1
82,8.42,62.04,48.53,9.5,0
91,7.14,85.71,66.2,6.1,1
98,7.28,63.79,66.29,7.6,1
84,7.36,72.5,89.25,8.6,1
100,6.72,85.88,61.63,7.7,0
75,7.06,87.22,77.72,7.3,1
83,7.23,73.48,73.46,8.4,0
110,9.11,78.66,87.52,5.7,1
109,8.45,71.27,82.15,6.3,0
94,8.43,74.52,76.45,7.8,0
85,7.87,82.66,68.34,3.9,0
85,6.38,74.98,52.77,9.1,0
94,7.46,77.56,77.97,7.5,1
110,8.47,65.35,81.37,7.2,0
114,6.24,91.33,56.1,4.6,0
93,8.14,85.1,60.2,5.1,1
83,9.82,87.93,78.03,6.4,1
104,8.56,92.9,79.07,8.2,1
88,8.91,71.75,63.11,3.9,1
92,7.72,76.42,68.11,8.2,1
120,8.47,61.05,52.96,6.5,0
112,6.78,100,91.53,6.7,1
102,8.3,78.5,59.4,7.4,1
81,8.15,90.39,81.51,7.4,0
103,7.79,67.62,74.58,5.9,1
116,8.82,89.96,90.48,7.9,0
94,6.96,98.58,65.49,3.5,1
120,7.31,79.4,75.74,6.3,0
119,7.6,69.89,54.62,7.2,1
125,6.47,78.61,51.74,6.5,0
105,7.73,57.73,82.16,4.3,1
109,5.78,79.62,53.58,8.1,1
121,8.55,88.21,72.26,5.1,1
107,7.55,79.64,87.14,6.9,1
92,6.98,77.16,83.96,7.2,1
93,6.67,85.28,67.02,7,0
104,7.27,86.04,55.94,8.8,1
81,8.19,63.4,81.11,6.9,0
98,8.05,80.89,91.11,7.6,1
116,6.79,100,67.05,6.9,0
70,6.65,66.65,65.36,7.9,0
123,8.16,79.15,68.7,9.1,0
117,6.78,99.42,81.86,7.2,1
93,7.56,91.04,89.74,8.2,1
108,7.62,74.87,60.12,9.2,1
100,7.81,82.06,57.02,9,0
118,8.36,79.98,100,6.4,1
115,6.24,72.52,72.87,8.6,0
79,5.59,79.26,78.03,7.4,1
109,6.93,77.2,66.7,8.7,0
97,9.3,81.13,80.88,7.9,0
101,9.52,72.52,86.52,7.4,1
89,9.33,67.23,78.6,7.7,1
126,7.31,79.59,95.89,7.4,0
116,5.72,97.15,71.08,7.4,1
89,5.16,80.82,71.85,6.8,0
80,6.89,76.68,77.78,6.6,0
94,7.3,87.54,80.58,9.6,0
107,8.8,78.42,77.74,7.7,0
104,8.37,98.68,59.59,6.1,0
119,7.73,79.96,78.75,6.6,1
112,6.61,87,70.51,8.6,1
115,6.54,72.45,68.03,5.9,0
105,7.75,85.03,75.39,4.8,0
79,8.2,82.75,63.46,4.9,0
97,7.89,79.43,61.38,4.4,1
116,6.47,74.98,43.61,5.1,1
99,8.15,73.62,95.97,5.2,1
108,7.93,82.82,81.67,9.1,1
95,6.43,86.29,73.6,6.9,0
85,6.72,78.73,66.99,6.5,0
98,8.19,82.87,40.49,4.8,1
105,7.27,79.62,66.26,6.8,0
90,9.09,80.99,83.59,4.4,0
96,8,78,86.31,6.4,0
86,7.01,80.18,82.71,10,1
117,7.49,100,76.9,8,1
96,7.56,83.12,90.65,6.7,0
122,6.77,86.45,71.06,8,1
123,6.59,84.38,88.02,6.2,0
99,8.2,77.37,70.39,5.8,0
85,8.35,92.94,64.43,9.6,0
70,8.1,77.09,62.93,5.3,0
78,9.02,90.55,62.23,6.5,0
79,6.96,76.66,82.91,7.5,1
121,9.17,70.4,66.09,5.6,1
102,6.6,83.65,62.6,8,1
106,6.49,68.95,83.56,6.5,1
70,5.74,85.36,78.94,8,1
82,7.05,68.06,86.55,7.9,0
113,7,76.81,81.15,6.6,1
104,8.03,65.68,65.96,9.6,1
98,7.74,100,75.91,6,0
108,6.31,63.46,76.5,9,0
125,7.11,80.1,63.97,8.8,0
97,7.13,91.43,61.74,9.7,1
